,name,mass,year,reclat,reclong
26,Alexandrovsky,9251.0,1900.0,50.95,31.816670000000002
5137,Boogaldi,2000.0,1900.0,-31.15,149.11667
5401,Cedar (Texas),26000.0,1900.0,29.828059999999997,-96.90861
281,Emmaville,127.0,1900.0,-29.46667,151.61667
297,Felix,3200.0,1900.0,32.53333,-87.16667
306,Forsbach,240.0,1900.0,50.95,7.316669999999999
17315,Karagai,115.0,1900.0,51.11667,57.916669999999996
17409,La Porte,14540.0,1900.0,41.6,-86.71667
536,Leonovka,700.0,1900.0,52.26667,32.85
691,N'Goureyma,37500.0,1900.0,13.85,-4.38333
26390,Norin-Shibir,3.5,1900.0,51.85,107.91667
720,Ofehértó,3750.0,1900.0,47.88333,22.03333
745,Ovambo,121.5,1900.0,-18.0,16.0
36020,Rhine Villa,3325.0,1900.0,-34.66667,139.28333
37428,Selcany,20.0,1900.0,49.75,14.416670000000002
37720,Sterling,679.5,1900.0,40.6,-103.18333
3442,Ashfork,27000.0,1901.0,35.25,-112.5
198,Chervettaz,705.0,1901.0,46.55,6.816669999999999
12556,Gay Gulch,483.0,1901.0,63.916669999999996,-139.33333000000002
16370,Hendersonville,6000.0,1901.0,35.31667,-81.46667
389,Hvittis,14000.0,1901.0,61.183330000000005,22.683329999999998
31332,Paulding County,725.0,1901.0,34.0,-84.8
786,Phillips County (stone),57900.0,1901.0,40.0,-99.25
36731,Saline,30800.0,1901.0,39.4,-100.4
921,Sindhri,8400.0,1901.0,26.21667,69.55
4,Achiras,780.0,1902.0,-33.16667,-64.95
85,Bath Furnace,86000.0,1902.0,38.25,-83.75
170,Caratash,8.0,1902.0,38.5,27.0
5424,Chinautla,5720.0,1902.0,14.5,-90.5
219,Crumlin,4255.0,1902.0,54.61666999999999,-6.21667
11679,Finmarken,78300.0,1902.0,70.0,24.0
444,Kamsagar,1293.0,1902.0,14.183329999999998,75.8
591,Marjalahti,45000.0,1902.0,61.5,30.5
654,Mount Browne,11300.0,1902.0,-29.8,141.7
30920,Nuleri,120.0,1902.0,-27.83333,123.86667
38207,Veliko-Nikolaevsky Priisk,24267.0,1902.0,53.833330000000004,97.33333
38310,Willamette,15500000.0,1902.0,45.36667,-122.58333
5069,Billings,24500.0,1903.0,37.06667,-93.55
5611,Cumpas,28600.0,1903.0,30.0,-109.66667
6811,Davis Mountains,689000.0,1903.0,30.75,-104.25
247,Dokachi,3840.0,1903.0,23.5,90.33333
407,Jackalsfontein,48000.0,1903.0,-32.5,21.9
17309,Kansas City (1903),36000.0,1903.0,39.1,-94.63333
17353,Knowles,161000.0,1903.0,36.9,-100.21667
17366,Kouga Mountains,1173000.0,1903.0,-33.61667,24.0
17459,Lancaster County,13000.0,1903.0,40.66667,-96.75
608,Menziswyl,28.9,1903.0,46.818670000000004,7.21817
26192,Mount Dyrring,11300.0,1903.0,-32.33333,151.2
32052,Providence,6804.0,1903.0,38.56667,-85.23333000000001
847,Rich Mountain,668.0,1903.0,35.03333,-83.03333
943,St. Mark's,13780.0,1903.0,-32.01667,27.41667
37794,Tamarugal,320000.0,1903.0,-20.8,-69.66667
37910,Teocaltiche,10000.0,1903.0,21.433329999999998,-102.56667
38047,Tlacotepec,71000.0,1903.0,18.65,-97.55
1018,Tyumen,750.0,1903.0,57.166669999999996,65.53333
1019,Uberaba,40000.0,1903.0,-19.816670000000002,-48.78333
38197,Uwet,54000.0,1903.0,5.28333,8.25
1039,Valdinizza,1004.0,1903.0,44.86667,9.15
45670,Yarroweyah,9600.0,1903.0,-35.98333,145.58333000000002
4983,Bagnone,48000.0,1904.0,44.31667,9.98333
78,Barnaul,23.2,1904.0,52.73333,84.08333
5408,Chambord,6600.0,1904.0,48.45,-72.06667
6836,Delegate,27700.0,1904.0,-37.0,149.03333
354,Gumoschnik,5700.0,1904.0,42.9,24.7
19735,Lefroy,3.3,1904.0,-40.73333,146.96667
21625,Lipovsky,3500.0,1904.0,49.08333,42.51667
726,Okano,4742.0,1904.0,35.08333,135.2
32053,Puente del Zacate,30790.0,1904.0,27.866670000000003,-101.5
32055,Puerta de Arauco,1533.0,1904.0,-28.883329999999997,-66.66667
908,Shelburne,18600.0,1904.0,44.05,-80.16667
112,Bholghati,2500.0,1905.0,22.08333,86.9
5497,Coon Butte,2750.0,1905.0,35.0,-111.0
9412,El Perdido,30250.0,1905.0,-38.68333,-61.1
11617,Ellerslie,10200.0,1905.0,-28.9,146.76667
12553,Garraf,8800.0,1905.0,41.26667,1.91667
17312,Kanzaki,483.0,1905.0,33.3,130.36667
454,Karkh,22000.0,1905.0,27.8,67.16667
17365,Kota-Kota,334.0,1905.0,-13.01667,34.2
19718,Las Salinas,3515.0,1905.0,-23.0,-69.5
629,Minnichhof,550.0,1905.0,47.7,16.6
634,Modoc (1905),35000.0,1905.0,38.5,-101.1
37379,Scott City,2135.0,1905.0,38.46667,-100.93333
37634,Skookum,16000.0,1905.0,63.916669999999996,-139.33333000000002
995,Tomakovka,600.0,1905.0,47.85,34.76667
123,Blackwell,2381.0,1906.0,36.83333,-97.33333
242,Diep River,1000.0,1906.0,-33.75,18.566670000000002
9169,Duchesne,22700.0,1906.0,40.38333,-110.86667
11621,Elm Creek,7000.0,1906.0,38.5,-96.2
480,Kijima (1906),331.0,1906.0,36.85,138.38333
486,Kirbyville,97.7,1906.0,30.75,-95.95
499,Krutikha,845.2,1906.0,56.8,77.0
504,Kulp,3719.0,1906.0,41.11667,45.0
22898,Marburg,3000.0,1906.0,50.81667,8.76667
26315,Muonionalusta,230000.0,1906.0,67.8,23.1
31980,Perryville,17500.0,1906.0,37.73333,-89.85
37431,Selma,140600.0,1906.0,32.4,-87.0
1054,Vishnupur,2437.0,1906.0,23.1,87.43333
1554,Ainsworth,80650.0,1907.0,42.6,-99.8
69,Bali,1000.0,1907.0,5.38333,16.383329999999997
5126,Bodaibo,15900.0,1907.0,57.85,114.2
5154,Bowden,603.0,1907.0,-33.0,26.4
181,Chainpur,8200.0,1907.0,25.85,83.48333000000001
5442,Cleburne,6800.0,1907.0,32.31667,-97.41667
249,Domanitch,438.0,1907.0,40.0,29.0
11653,Fairburn,445.0,1907.0,43.603,-103.026
15939,Guffey,309000.0,1907.0,38.76667,-105.51666999999999
16468,Huizopa,140000.0,1907.0,28.9,-108.56667
535,Leighton,877.0,1907.0,34.58333,-87.5
26183,Mount Ayliff,13600.0,1907.0,-30.816670000000002,29.35
26389,Norfolk,23000.0,1907.0,36.9,-76.3
26342,Näs,375.0,1907.0,59.183330000000005,12.21667
37608,Shrewsbury,12000.0,1907.0,39.76667,-76.66667
37625,Simondium,1600.0,1907.0,-33.85,18.95
3432,Arltunga,18100.0,1908.0,-23.33333,134.66666999999998
61,Avce,1230.0,1908.0,46.0,13.5
16501,Imperial,4.0,1908.0,32.86667,-115.58333
435,Kagarlyk,1900.0,1908.0,49.86667,30.83333
446,Kangean,1630.0,1908.0,-7.0,115.5
635,Mokoia,4500.0,1908.0,-39.63333,174.4
710,Novy-Projekt,1001.0,1908.0,56.0,22.0
31100,Palmersville,9979.0,1908.0,36.4665,-88.60283000000001
31988,Pickens County,400.0,1908.0,34.5,-84.5
35514,Quinn Canyon,1450000.0,1908.0,38.08333,-115.53333
36730,Salina,235.0,1908.0,38.98333,-111.85
902,Sete Lagoas,350.0,1908.0,-19.46667,-44.21667
45669,Yarri,1500.0,1908.0,-29.45,121.21667
1552,Ahumada,52600.0,1909.0,30.7,-105.5
124,Blanket,5100.0,1909.0,31.83333,-98.83333
326,Gifu,14290.0,1909.0,35.53333,136.88333
15945,Gun Creek,22700.0,1909.0,34.0,-111.0
16350,Haskell,36000.0,1909.0,33.21333,-99.73167
16373,Hermitage Plains,32000.0,1909.0,-31.73333,146.4
26191,Mount Dooling,734000.0,1909.0,-29.45,119.71667
26318,Murnpeowie,1143000.0,1909.0,-29.58333,139.9
35817,Rateldraai,549000.0,1909.0,-28.83333,21.133329999999997
37911,Teplá,17000.0,1909.0,49.98333,12.86667
80,Baroti,4500.0,1910.0,31.616670000000003,76.8
5099,Blithfield,1830.0,1910.0,45.5,-77.0
5170,Britstown,544.0,1910.0,-30.58333,23.55
5244,Cadell,3290.0,1910.0,-34.06667,139.75
9158,Dorofeevka,12600.0,1910.0,53.333330000000004,70.06667
343,Grzempach,690.0,1910.0,52.86666999999999,16.633329999999997
367,Hashima,1110.6,1910.0,35.2945,136.70033
372,Hedjaz,6100.0,1910.0,27.33333,35.66667
16470,Huntsman,14500.0,1910.0,41.18333,-103.0
475,Khohar,9700.0,1910.0,25.1,81.53333
520,Lakangaon,212.5,1910.0,21.866670000000003,76.03333
630,Mirzapur,8510.0,1910.0,25.683329999999998,83.25
750,Paitan,515.0,1910.0,17.74333,120.45583
31452,Pooposo,12000.0,1910.0,-18.33333,-66.83333
36022,Rica Aventura,5395.0,1910.0,-21.98333,-69.61667
37377,Schaap-Kooi,2700.0,1910.0,-32.08333,21.33333
946,St. Michel,17000.0,1910.0,61.65,27.2
37907,Tendo,10100.0,1910.0,38.35,140.37333
1049,Vigarano,15000.0,1910.0,44.85,11.4
5585,Cruz del Aire,23000.0,1911.0,26.5,-100.0
5610,Cullison,10000.0,1911.0,37.61667,-98.91667
232,Demina,16400.0,1911.0,51.46667,84.76666999999999
286,Erevan,107.2,1911.0,40.3,44.5
17329,Kermichel,3000.0,1911.0,47.65,-2.76667
483,Kilbourn,772.0,1911.0,43.58333,-89.6
26293,Mundrabilla,24000000.0,1911.0,-30.78333,127.55
669,Nakhla,10000.0,1911.0,31.316670000000002,30.35
30957,Oberlin,2500.0,1911.0,39.8,-100.51666999999999
999,Tonk,7.7,1911.0,24.65,76.86667
38216,Vicenice,4370.0,1911.0,49.21667,15.8
1518,Adelie Land,1000.0,1912.0,-67.18333,142.38333
5071,Binda,5400.0,1912.0,-34.31667,149.38333
5088,Bishop Canyon,8600.0,1912.0,38.0,-108.5
5465,Colomera,134000.0,1912.0,37.43333,-3.65
11690,Floydada,12500.0,1912.0,33.98333,-101.28333
13030,Gretna,82000.0,1912.0,39.93333,-99.21667
380,Holbrook,220000.0,1912.0,34.9,-110.18333
533,Leeuwfontein,460.0,1912.0,-25.66667,28.366670000000003
26153,Molong,104000.0,1912.0,-33.28333,148.88333
700,N'Kandhla,17200.0,1912.0,-28.566670000000002,30.7
913,Shupiyan,5000.0,1912.0,33.71667,74.83333
37891,Tarbagatai,370.0,1912.0,51.36667,107.38333
73,Banswal,14.0,1913.0,30.4,78.2
5228,Burkett,8400.0,1913.0,32.03333,-99.25
5425,Chinga,209400.0,1913.0,51.05833,94.4
5492,Cookeville,2300.0,1913.0,36.16667,-85.51666999999999
5609,Culbertson,5900.0,1913.0,40.23333,-100.83333
443,Kamiomi,448.0,1913.0,36.04167,139.95667
645,Moore County,1880.0,1913.0,35.41667,-79.38333
26193,Mount Edith,326000.0,1913.0,-22.5,116.16667
31090,Owens Valley,192800.0,1913.0,37.46667,-118.0
868,Sakauchi,4180.0,1913.0,35.66667,136.3
38205,Varpaisjärvi,2000.0,1913.0,63.3,27.73333
43,Appley Bridge,15000.0,1914.0,53.583330000000004,-2.71667
3438,Artracoona,20810.0,1914.0,-29.066670000000002,139.91666999999998
5352,Carraweena,31600.0,1914.0,-29.23333,139.93333
5354,Cartoonkana,294.0,1914.0,-29.75,141.03333
5578,Cratheús (1931),27500.0,1914.0,-5.25,-40.5
17318,Karee Kloof,92100.0,1914.0,-31.6,25.8
487,Kisvarsány,1550.0,1914.0,48.16667,22.308329999999998
17360,Kopjes Vlei,13600.0,1914.0,-29.3,21.15
510,Kuttippuram,45000.0,1914.0,10.83333,76.03333
21776,Lushton,6700.0,1914.0,40.74972,-97.74972
26163,Morasko,290000.0,1914.0,52.46666999999999,16.9
716,Nyirábrany,1100.0,1914.0,47.55,22.025
753,Palinshih,18000.0,1914.0,43.48333,118.61667
862,Ryechki,13000.0,1914.0,51.13333,34.5
866,Saint-Sauveur,14000.0,1914.0,43.73333,1.38333
38322,Willow Creek,51000.0,1914.0,43.46667,-106.76666999999999
45661,Yandama,5800.0,1914.0,-29.75,141.03333
45686,Ysleta,140700.0,1914.0,31.65,-106.18333
1615,Albin (pallasite),37600.0,1915.0,41.5,-104.1
5421,Chico Mountains,212.0,1915.0,29.0,-103.25
12606,Gladstone (iron),736600.0,1915.0,-23.9,151.3
16496,Ilinskaya Stanitza,5621.0,1915.0,51.23333,57.38333000000001
606,Meester-Cornelis,24750.0,1915.0,-6.2333300000000005,106.88333
26337,Naretha,5500.0,1915.0,-31.0,124.83333
36406,Rosebud,54900.0,1915.0,30.816670000000002,-97.05
37483,Shiraiwa,950.0,1915.0,39.5,140.2
37688,South Byron,6000.0,1915.0,43.03333,-78.03333
37770,Suwa,203.0,1915.0,36.03333,138.08333000000002
38196,Uvalde,8200.0,1915.0,29.2,-99.76666999999999
1056,Visuni,594.0,1915.0,25.45,70.0
38235,Waingaromia,9200.0,1915.0,-38.25,178.08333000000002
3397,Angelica,14800.0,1916.0,44.25,-88.25
3398,Annaheim,13500.0,1916.0,52.33333,-104.86667
88,Baxter,611.0,1916.0,36.75,-93.5
130,Boguslavka,256000.0,1916.0,44.55,131.63333
5240,Cachari,23500.0,1916.0,-36.4,-59.5
161,Calivo,2400.0,1916.0,11.75,122.33333
273,Ekh Khera,840.0,1916.0,28.26667,78.78333
11669,Fillmore,113.0,1916.0,49.883333,-103.6
21699,Lost Creek,4018.0,1916.0,39.12417,-98.16778000000001
26202,Mount Magnet,16600.0,1916.0,-28.16667,118.5
30970,Okechobee,1000.0,1916.0,26.683329999999998,-80.8
31111,Pampa de Agua Blanca,10.0,1916.0,-24.16667,-69.83333
31982,Petropavlovka,1773.0,1916.0,48.2,43.73333
829,Rampurhat,100.0,1916.0,24.16667,87.76666999999999
843,Renqiu,355.0,1916.0,38.66667,116.13333
920,Sinai,1455.0,1916.0,30.9,32.48333
962,Sultanpur,1710.5,1916.0,25.933329999999998,84.28333
997,Tomita,600.0,1916.0,34.5,133.75
1007,Treysa,63000.0,1916.0,50.91667,9.18333
5122,Bluff (b),16000.0,1917.0,29.863059999999997,-96.92667
209,Colby (Wisconsin),104000.0,1917.0,44.9,-90.28333
215,Cranganore,1460.0,1917.0,10.2,76.26666999999999
321,Garhi Yasin,380.0,1917.0,27.883329999999997,68.53333
398,Independence,880.0,1917.0,39.08333,-94.4
672,Nan Yang Pao,52900.0,1917.0,35.66667,103.5
26364,New Almelo,8000.0,1917.0,39.66667,-100.0
31973,Pei Xian,400000.0,1917.0,34.7,117.0
31990,Pierceville (iron),100000.0,1917.0,37.86667,-100.66667
32008,Plainview (1917),700000.0,1917.0,34.11667,-101.78333
831,Ranchapur,290.4,1917.0,23.98333,87.08333
892,Sediköy,240.0,1917.0,38.3,27.133329999999997
918,Silistra,0.15,1917.0,44.11667,27.26667
955,Strathmore,13400.0,1917.0,56.583330000000004,-3.25
1009,Troup,1020.0,1917.0,32.16667,-95.1
38082,Tulia (a),86000.0,1917.0,34.61667,-101.95
38083,Tulia (b),4800.0,1917.0,34.53333,-101.7
38252,Waterville,37125.0,1917.0,47.767778,-119.87638899999999
45683,Youanmi,118400.0,1917.0,-29.5,118.75
4993,Barbacena,9026.0,1918.0,-21.21667,-43.93333
9152,Donnybrook,414.0,1918.0,-33.61667,115.91667
11651,Eustis,502.0,1918.0,28.83333,-81.68333
331,Glasatovo,152000.0,1918.0,57.35,37.61667
17338,Kimble County,153800.0,1918.0,30.41667,-99.4
21640,Logan,1315.0,1918.0,36.58333,-100.2
705,Norfork,1050.0,1918.0,36.21667,-92.26666999999999
30968,Ogallala,3300.0,1918.0,41.16667,-101.66667
848,Richardton,90000.0,1918.0,46.88333,-102.31667
882,Saratov,200000.0,1918.0,52.55,46.55
975,Tané,905.0,1918.0,35.43333,136.23333
37999,Thompson Brook,76.59999999999998,1918.0,-33.61667,115.91667
1068,Witklip Farm,22.0,1918.0,-26.0,30.0
38375,Wood's Mountain,3867.0,1918.0,35.68333,-82.18333
45675,Yenberrie,132000.0,1918.0,-14.25,132.01667
5,Adhi Kot,4239.0,1919.0,32.1,71.8
3404,Anthony,20000.0,1919.0,37.08333,-98.05
150,Bur-Gheluai,120000.0,1919.0,5.0,48.0
159,Cacak,212.0,1919.0,43.83889,20.33333
220,Cumberland Falls,17000.0,1919.0,36.83333,-84.35
11750,Freda,268.0,1919.0,46.38333,-101.23333000000001
17442,Lake Brown,23400.0,1919.0,-31.0,118.5
31077,Otchinjau,30000.0,1919.0,-16.5,14.0
834,Raoyang,4910.0,1919.0,38.2,115.7
840,Rembang,10000.0,1919.0,-6.7333300000000005,111.36667
37615,Signal Mountain,63500.0,1919.0,32.5,-115.5
37682,Somervell County,11800.0,1919.0,32.18333,-97.8
944,St. Mary's County,24.3,1919.0,38.16667,-76.38333
45693,Zaffra,3000.0,1919.0,35.0,-94.75
9,Aguila Blanca,1440.0,1920.0,-30.866670000000003,-64.55
52,Atarra,1280.0,1920.0,25.254170000000002,80.625
5426,Chinguetti,4050.0,1920.0,20.25,-12.68333
16383,Hoba,60000000.0,1920.0,-19.58333,17.91667
507,Kushiike,4460.0,1920.0,37.05,138.38333
22920,Mayodan,15400.0,1920.0,36.38333,-79.86667
611,Merua,71400.0,1920.0,25.48333,81.98333000000001
26170,Morrill,1387.0,1920.0,42.18333,-103.93333
36743,San Francisco Mountains,1700.0,1920.0,35.0,-112.0
919,Simmern,1222.0,1920.0,49.98333,7.53333
38111,Tuzla,236.0,1920.0,44.01667,28.633329999999997
38187,Unter-Mässing,80000.0,1920.0,49.09028,11.33333
38368,Witchelina,3637.0,1920.0,-30.0,138.0
38381,Wu-chu-mu-ch'in,68860.0,1920.0,45.5,118.0
107,Beyrout,1100.0,1921.0,33.88333,35.5
5460,Cold Bay,320.0,1921.0,55.183330000000005,-162.55
5494,Coolamon,393.0,1921.0,-34.81667,147.13333
9414,El Qoseir,2405.0,1921.0,26.28333,34.25
11748,Franklin,9062.0,1921.0,36.71667,-86.56667
364,Haripura,315.0,1921.0,28.383329999999997,75.78333
17307,Kamioka,30.0,1921.0,39.51667,140.36667
26136,Milly Milly,26500.0,1921.0,-26.116670000000003,116.66667
26345,Navajo,2184000.0,1921.0,35.33333,-109.5
797,Pitts,3760.0,1921.0,31.95,-83.51666999999999
857,Rose City,10600.0,1921.0,44.51667,-83.95
872,Samelia,2462.0,1921.0,25.66667,74.86667
36884,Santa Luzia,1918000.0,1921.0,-16.26667,-47.95
907,Sharps,1265.0,1921.0,37.83333,-76.7
911,Shikarpur,3679.7,1921.0,25.85,87.5775
1012,Tuan Tuc,13100.0,1921.0,9.66667,105.66667
38121,Uegit,252000.0,1921.0,3.81667,43.33333
38199,Vaalbult,11800.0,1921.0,-29.75,22.5
68,Baldwyn,345.0,1922.0,34.5,-88.66667
9178,Dungannon,13000.0,1922.0,36.85,-82.45
11625,Elsinora,1797.0,1922.0,-29.45,143.6
302,Florence,3640.0,1922.0,30.83333,-97.76666999999999
12608,Glasgow,20400.0,1922.0,37.01667,-85.91667
371,Hedeskoga,3500.0,1922.0,55.46666999999999,13.78333
22949,Mesa Verde Park,3500.0,1922.0,37.16667,-108.5
26164,Morden,2426.0,1922.0,-30.5,142.33333000000002
666,Nagai,1810.0,1922.0,38.12167,140.06167
26365,New Baltimore,20000.0,1922.0,40.0,-78.85
30965,Odessa (iron),1600000.0,1922.0,31.71667,-102.4
767,Patti,12.0,1922.0,38.13333,14.96667
31989,Piedade do Bagre,59000.0,1922.0,-18.941670000000002,-44.98333
38014,Tieraco Creek,41700.0,1922.0,-26.33333,118.33333
994,Tjerebon,16500.0,1922.0,-6.66667,106.58333
3385,Allen,1407.0,1923.0,33.1,-96.7
50,Ashdon,1300.0,1923.0,52.05,0.3
117,Birni N'konni,560.0,1923.0,13.766670000000001,5.3
5339,Carbo,454000.0,1923.0,29.66667,-111.5
5461,Coldwater (iron),18400.0,1923.0,37.26667,-99.33333
5697,Dalgaranga,12200.0,1923.0,-27.71667,117.25
12622,Goodland,3628.0,1923.0,39.35,-101.66667
381,Holetta,1415.0,1923.0,9.06667,38.41667
642,Montferré,149000.0,1923.0,43.39056,1.9625
670,Nakhon Pathom,23200.0,1923.0,13.733329999999999,100.08333
26375,Newport,5600.0,1923.0,35.6,-91.26666999999999
36903,Savannah,60000.0,1923.0,35.16667,-88.18333
37443,Seneca Township,11500.0,1923.0,41.78333,-84.18333
901,Serra de Magé,1800.0,1923.0,-8.38333,-36.76667
37614,Sierra Sandon,6330.0,1923.0,-25.16667,-69.28333
38376,Woodward County,45500.0,1923.0,36.5,-99.5
1508,Achilles,16000.0,1924.0,39.77667,-100.81333000000001
5030,Beeler,11620.0,1924.0,38.53333,-100.21667
102,Béréba,18000.0,1924.0,11.65,-3.65
5462,Coldwater (stone),16000.0,1924.0,37.26667,-99.33333
6855,Dermbach,1500.0,1924.0,50.71667,10.11667
298,Fenghsien-Ku,82.0,1924.0,34.6,116.75
305,Forksville,6067.0,1924.0,36.78333,-78.08333
11743,Four Corners,25000.0,1924.0,37.0,-109.05
16405,Huckitta,2300000.0,1924.0,-22.366670000000003,135.76667
422,Johnstown,40300.0,1924.0,40.35,-104.9
515,La Colina,2000.0,1924.0,-37.33333,-61.53333000000001
17450,Lake Labyrinth,25850.0,1924.0,-30.53333,134.75
660,Muraid,4703.0,1924.0,24.5,90.21667
730,Olivenza,150000.0,1924.0,38.71667,-7.066669999999999
879,Santa Isabel,5500.0,1924.0,-33.9,-61.7
958,Success,3500.0,1924.0,36.48333,-90.66667
1031,Unkoku,1000.0,1924.0,34.8,127.0
38274,Weekeroo Station,94200.0,1924.0,-32.26667,139.86667
11,Aïr,24000.0,1925.0,19.08333,8.38333
192,Chaves,2945.0,1925.0,41.93333,-7.46667
280,Ellemeet,1470.0,1925.0,51.75,4.0
12611,Glenormiston,40800.0,1925.0,-22.9,138.71667
526,Lanzenkirchen,7000.0,1925.0,47.75,16.23333
19734,Lebedinnyi,410.0,1925.0,55.95,125.4
26176,Morven,7100.0,1925.0,-44.81667,171.13333
26316,Murchison Downs,33.0,1925.0,-26.66667,119.0
714,Numakai,363.0,1925.0,43.33333,141.86667
31003,Opava,14300.0,1925.0,49.96667,17.9
31147,Patos de Minas (hexahedrite),32000.0,1925.0,-18.58333,-46.53333
31148,Patos de Minas (octahedrite),200000.0,1925.0,-18.58333,-46.53333
819,Queen's Mercy,7000.0,1925.0,-30.116670000000003,28.7
842,Renca,300.0,1925.0,-32.75,-65.28333
36879,Sandia Mountains,45000.0,1925.0,35.25,-106.5
37781,Tacoma,16.7,1925.0,47.25,-122.41667
6853,Deport,15000.0,1926.0,33.51667,-95.3
408,Jajh deh Kot Lalu,973.0,1926.0,26.75,68.41667
493,Komagome,238.0,1926.0,35.73333,139.75
554,Lua,9241.0,1926.0,24.95,75.15
30954,Oakley (iron),111000.0,1926.0,42.33333,-113.7
724,Ojuelos Altos,5850.0,1926.0,38.18333,-5.4
30969,Okahandja,6580.0,1926.0,-21.98333,16.933329999999998
754,Palmyra,135.0,1926.0,39.8,-91.5
31336,Peck's Spring,1600.0,1926.0,32.0,-102.0
1027,Ulmiz,76.5,1926.0,46.93333,7.21667
1032,Urasaki,1500.0,1926.0,34.48333,133.28333
38226,Vincent,430.0,1926.0,-35.01667,139.91666999999998
38270,Weatherford,2000.0,1926.0,35.5,-98.7
4988,Ballinger,1250.0,1927.0,31.76667,-99.98333000000001
8300,Dix,44000.0,1927.0,41.23333,-103.48333000000001
12559,Genichesk,531.0,1927.0,46.7,32.6
16381,Hinojal,50000.0,1927.0,-32.36667,-60.15
16467,Hugoton,350000.0,1927.0,37.2,-101.35
579,Mamra Springs,1000.0,1927.0,45.21667,62.083330000000004
718,Oesede,1400.0,1927.0,52.28333,8.05
31998,Pinnaroo,39400.0,1927.0,-35.38333,140.91666999999998
37679,Social Circle,99300.0,1927.0,33.7,-83.7
936,Sopot,958.0,1927.0,44.41667,23.5
988,Tilden,74800.0,1927.0,38.2,-89.68333
1010,Trysil,640.0,1927.0,61.3,12.3
1023,Udei Station,103000.0,1927.0,7.95,8.08333
38125,Ulysses,3900.0,1927.0,37.6,-101.25
38242,Wallapai,430000.0,1927.0,35.8,-113.7
38251,Washington County,5750.0,1927.0,39.7,-103.16667
1515,Adams County,5700.0,1928.0,39.96667,-103.76666999999999
5514,Cotesfield,1160.0,1928.0,41.36667,-98.63333
16382,Hinojo,1155.0,1928.0,-36.86667,-60.166669999999996
403,Isthilart,3050.0,1928.0,-31.183329999999998,-57.95
19727,Lawrence,515.0,1928.0,38.96667,-95.16667
26172,Morro do Rocio,369.0,1928.0,-27.0,-51.0
675,Naoki,17000.0,1928.0,19.25,77.0
677,Narellan,367.5,1928.0,-34.05,150.68889
31007,Orlovka,40500.0,1928.0,56.0,76.75
738,Oterøy,246.0,1928.0,58.88333000000001,9.4
31999,Piñon,17850.0,1928.0,32.66667,-105.1
37788,Taicang,20000.0,1928.0,31.5,121.08333
1035,Utzenstorf,3422.0,1928.0,47.11667,7.55
38333,Winona,24000.0,1928.0,35.2,-111.4
45681,York (stone),1440.0,1928.0,40.86667,-97.6
1087,Yoshiki,0.1,1928.0,34.16667,131.45
67,Bald Mountain,3700.0,1929.0,35.96667,-82.48333000000001
89,Beardsley,16000.0,1929.0,39.8,-101.2
5326,Campbellsville,15400.0,1929.0,37.36667,-85.36667
5422,Chihuahua City,54000.0,1929.0,28.66667,-106.11667
12635,Grant,525000.0,1929.0,35.16667,-107.88333
17313,Kappakoola,392.5,1929.0,-33.25,135.53333
474,Khmelevka,6109.0,1929.0,56.75,75.33333
17375,Krzadka,2500.0,1929.0,50.375,21.73333
22932,Mellenbye,1181.6,1929.0,-28.85,116.28333
731,Olmedilla de Alarcón,40000.0,1929.0,39.56667,-2.1
31094,Ozona,127500.0,1929.0,30.73333,-101.3
749,Padvarninkai,3858.0,1929.0,55.666669999999996,25.0
846,Rewari,3332.0,1929.0,28.2,76.66667
979,Tauk,6000.0,1929.0,35.13333,44.45
38204,Valley Wells,129.9,1929.0,35.46667,-115.66667
8,Aguada,1620.0,1930.0,-31.6,-65.23333000000001
5046,Bencubbin,118000.0,1930.0,-30.75,117.78333
133,Boriskino,1342.0,1930.0,54.23333,52.48333
5140,Borrego,2126.0,1930.0,33.26667,-116.38333
358,Gyokukei,1320.0,1930.0,35.0,127.5
456,Karoonda,41730.0,1930.0,-35.08333,139.91666999999998
17460,Landes,69800.0,1930.0,38.9,-79.18333
540,Lillaverke,6862.0,1930.0,56.65,15.866670000000001
576,Malampaka,470.0,1930.0,-3.13333,33.51667
22921,Mbosi,16000000.0,1930.0,-9.11667,33.06667
24085,Miami,57700.0,1930.0,35.66667,-100.6
625,Miller (Arkansas),16700.0,1930.0,35.4,-92.05
647,Moorleah,8887.5,1930.0,-40.975,145.6
728,Oldenburg (1930),16570.0,1930.0,52.95,8.16667
758,Paragould,408000.0,1930.0,36.06667,-90.5
798,Plantersville,2085.0,1930.0,30.7,-96.11667
37904,Tell,16600.0,1930.0,34.38333,-100.4
38198,Uwharrie,72700.0,1930.0,35.51667,-79.96667
1625,Alikatnima,20000.0,1931.0,-23.33333,134.11667
5023,Bear Lodge,48500.0,1931.0,44.5,-104.2
5183,Bruno,13000.0,1931.0,52.26667,-105.35
5437,Clareton,1050.0,1931.0,43.7,-104.7
16369,Henbury,2000000.0,1931.0,-24.566670000000002,133.16666999999998
16510,Ioka,31500.0,1931.0,40.25,-110.08333
494,Konovo,90.0,1931.0,42.51667,26.16667
17419,Lafayette (stone),800.0,1931.0,40.41667,-86.88333
17461,Landor,9000.0,1931.0,-25.66667,117.0
21701,Lost Lake,11.0,1931.0,37.65,-105.73333000000001
31012,Osseo,46300.0,1931.0,47.63333,-80.08333
