,name,mass,year,reclat,reclong
4763,Asuka 881909,601.4400000000002,1988.0,-72.0,26.0
4764,Asuka 881911,332.82,1988.0,-72.0,26.0
4765,Asuka 881913,1625.0,1988.0,-72.0,26.0
4766,Asuka 881914,62.5,1988.0,-72.0,26.0
4767,Asuka 881915,111.18,1988.0,-72.0,26.0
4768,Asuka 881916,69.16,1988.0,-72.0,26.0
4769,Asuka 881918,306.84,1988.0,-72.0,26.0
4770,Asuka 881919,832.92,1988.0,-72.0,26.0
4771,Asuka 881920,31.37,1988.0,-72.0,26.0
4772,Asuka 881921,55.38,1988.0,-72.0,26.0
4773,Asuka 881922,42.11,1988.0,-72.0,26.0
4774,Asuka 881923,100.05,1988.0,-72.0,26.0
4775,Asuka 881924,170.4,1988.0,-72.0,26.0
4776,Asuka 881926,84.03,1988.0,-72.0,26.0
4777,Asuka 881927,11.84,1988.0,-72.0,26.0
4778,Asuka 881928,59.8,1988.0,-72.0,26.0
4779,Asuka 881929,190.85,1988.0,-72.0,26.0
4780,Asuka 881930,19.22,1988.0,-72.0,26.0
4781,Asuka 881931,153.62,1988.0,-72.0,26.0
4782,Asuka 881932,58.24,1988.0,-72.0,26.0
4783,Asuka 881933,41.69,1988.0,-72.0,26.0
4784,Asuka 881934,92.26,1988.0,-72.0,26.0
4785,Asuka 881935,69.96,1988.0,-72.0,26.0
4786,Asuka 881936,486.93,1988.0,-72.0,26.0
4787,Asuka 881937,104.65,1988.0,-72.0,26.0
4788,Asuka 881938,71.8,1988.0,-72.0,26.0
4789,Asuka 881939,32.4,1988.0,-72.0,26.0
4790,Asuka 881940,264.58,1988.0,-72.0,26.0
4791,Asuka 881941,92.31,1988.0,-72.0,26.0
4792,Asuka 881943,66.13,1988.0,-72.0,26.0
4793,Asuka 881944,79.66,1988.0,-72.0,26.0
4794,Asuka 881945,64.29,1988.0,-72.0,26.0
4795,Asuka 881949,528.12,1988.0,-72.0,26.0
4796,Asuka 881950,141.25,1988.0,-72.0,26.0
4797,Asuka 881951,23.88,1988.0,-72.0,26.0
4798,Asuka 881953,11.62,1988.0,-72.0,26.0
4799,Asuka 881954,28.54,1988.0,-72.0,26.0
4800,Asuka 881955,40.0,1988.0,-72.0,26.0
4801,Asuka 881956,26.54,1988.0,-72.0,26.0
4802,Asuka 881957,49.03,1988.0,-72.0,26.0
4803,Asuka 881958,154.06,1988.0,-72.0,26.0
4804,Asuka 881959,30.24,1988.0,-72.0,26.0
4805,Asuka 881960,89.3,1988.0,-72.0,26.0
4806,Asuka 881961,24.95,1988.0,-72.0,26.0
4807,Asuka 881962,58.77,1988.0,-72.0,26.0
4808,Asuka 881963,26.33,1988.0,-72.0,26.0
4809,Asuka 881965,10.1,1988.0,-72.0,26.0
4810,Asuka 881966,62.25,1988.0,-72.0,26.0
4811,Asuka 881967,263.57,1988.0,-72.0,26.0
4812,Asuka 881968,26.04,1988.0,-72.0,26.0
4813,Asuka 881970,307.0,1988.0,-72.0,26.0
4814,Asuka 881971,33.91,1988.0,-72.0,26.0
4815,Asuka 881972,393.47,1988.0,-72.0,26.0
4816,Asuka 881973,18.86,1988.0,-72.0,26.0
4817,Asuka 881974,957.42,1988.0,-72.0,26.0
4818,Asuka 881975,38.72,1988.0,-72.0,26.0
4819,Asuka 881976,3327.0,1988.0,-72.0,26.0
4820,Asuka 881978,1650.55,1988.0,-72.0,26.0
4821,Asuka 881979,731.29,1988.0,-72.0,26.0
4822,Asuka 881980,400.9,1988.0,-72.0,26.0
4823,Asuka 881981,810.36,1988.0,-72.0,26.0
4824,Asuka 881982,120.3,1988.0,-72.0,26.0
4825,Asuka 881983,7.95,1988.0,-72.0,26.0
4826,Asuka 881984,35.73,1988.0,-72.0,26.0
4827,Asuka 881985,16.54,1988.0,-72.0,26.0
4828,Asuka 881986,10147.0,1988.0,-72.0,26.0
4829,Asuka 881987,89.02,1988.0,-72.0,26.0
4830,Asuka 881988,171.9,1988.0,-72.0,26.0
4831,Asuka 881989,38.62,1988.0,-72.0,26.0
4832,Asuka 881990,123.43,1988.0,-72.0,26.0
4833,Asuka 881991,1071.19,1988.0,-72.0,26.0
4834,Asuka 881993,144.89,1988.0,-72.0,26.0
4835,Asuka 881994,14.87,1988.0,-72.0,26.0
4836,Asuka 881995,92.7,1988.0,-72.0,26.0
4837,Asuka 881996,36.46,1988.0,-72.0,26.0
4838,Asuka 881997,152.48,1988.0,-72.0,26.0
4839,Asuka 881998,33.47,1988.0,-72.0,26.0
4840,Asuka 881999,201.75,1988.0,-72.0,26.0
4841,Asuka 882001,305.31,1988.0,-72.0,26.0
4842,Asuka 882002,851.63,1988.0,-72.0,26.0
4843,Asuka 882003,639.33,1988.0,-72.0,26.0
4844,Asuka 882004,375.5,1988.0,-72.0,26.0
4845,Asuka 882005,1131.49,1988.0,-72.0,26.0
4846,Asuka 882006,43.36,1988.0,-72.0,26.0
4847,Asuka 882007,305.9700000000001,1988.0,-72.0,26.0
4848,Asuka 882008,833.23,1988.0,-72.0,26.0
4849,Asuka 882009,89.96,1988.0,-72.0,26.0
4850,Asuka 882010,83.06,1988.0,-72.0,26.0
4851,Asuka 882011,10.11,1988.0,-72.0,26.0
4852,Asuka 882012,18.92,1988.0,-72.0,26.0
4853,Asuka 882013,24.63,1988.0,-72.0,26.0
4854,Asuka 882014,45.21,1988.0,-72.0,26.0
4855,Asuka 882015,32.11,1988.0,-72.0,26.0
4856,Asuka 882016,47.24,1988.0,-72.0,26.0
4857,Asuka 882017,567.67,1988.0,-72.0,26.0
4858,Asuka 882018,60.66,1988.0,-72.0,26.0
4859,Asuka 882019,230.6,1988.0,-72.0,26.0
4860,Asuka 882020,41.85,1988.0,-72.0,26.0
4861,Asuka 882021,3547.0,1988.0,-72.0,26.0
4862,Asuka 882022,256.61,1988.0,-72.0,26.0
4863,Asuka 882023,1115.45,1988.0,-72.0,26.0
4864,Asuka 882024,107.44,1988.0,-72.0,26.0
4865,Asuka 882026,1446.84,1988.0,-72.0,26.0
4866,Asuka 882028,10.17,1988.0,-72.0,26.0
4867,Asuka 882029,273.4,1988.0,-72.0,26.0
4868,Asuka 882030,335.19,1988.0,-72.0,26.0
4869,Asuka 882031,328.29,1988.0,-72.0,26.0
4870,Asuka 882033,51.63,1988.0,-72.0,26.0
4871,Asuka 882034,72.83,1988.0,-72.0,26.0
4872,Asuka 882035,280.55,1988.0,-72.0,26.0
4873,Asuka 882036,123.35,1988.0,-72.0,26.0
4874,Asuka 882037,142.28,1988.0,-72.0,26.0
4875,Asuka 882038,303.89,1988.0,-72.0,26.0
4876,Asuka 882039,383.92,1988.0,-72.0,26.0
4877,Asuka 882040,212.85,1988.0,-72.0,26.0
4878,Asuka 882041,149.88,1988.0,-72.0,26.0
4879,Asuka 882042,2504.0,1988.0,-72.0,26.0
4880,Asuka 882043,27.7,1988.0,-72.0,26.0
4881,Asuka 882045,58.14,1988.0,-72.0,26.0
4882,Asuka 882046,90.7,1988.0,-72.0,26.0
4883,Asuka 882047,15.82,1988.0,-72.0,26.0
4884,Asuka 882048,492.3,1988.0,-72.0,26.0
4885,Asuka 882049,250.83,1988.0,-72.0,26.0
4886,Asuka 882051,83.16,1988.0,-72.0,26.0
4887,Asuka 882052,136.94,1988.0,-72.0,26.0
4888,Asuka 882053,63.59,1988.0,-72.0,26.0
4889,Asuka 882054,869.7,1988.0,-72.0,26.0
4890,Asuka 882055,213.51,1988.0,-72.0,26.0
4891,Asuka 882056,40.19,1988.0,-72.0,26.0
4892,Asuka 882057,274.92,1988.0,-72.0,26.0
4893,Asuka 882058,2902.0,1988.0,-72.0,26.0
4894,Asuka 882059,33.52,1988.0,-72.0,26.0
4895,Asuka 882060,554.12,1988.0,-72.0,26.0
4896,Asuka 882061,528.4,1988.0,-72.0,26.0
4897,Asuka 882062,1728.59,1988.0,-72.0,26.0
4898,Asuka 882063,1171.38,1988.0,-72.0,26.0
4899,Asuka 882065,100.85,1988.0,-72.0,26.0
4900,Asuka 882066,104.54,1988.0,-72.0,26.0
4901,Asuka 882067,15.62,1988.0,-72.0,26.0
4902,Asuka 882068,303.14,1988.0,-72.0,26.0
4903,Asuka 882069,264.61,1988.0,-72.0,26.0
4904,Asuka 882070,65.48,1988.0,-72.0,26.0
4905,Asuka 882071,16.83,1988.0,-72.0,26.0
4906,Asuka 882073,296.44,1988.0,-72.0,26.0
4907,Asuka 882074,251.96,1988.0,-72.0,26.0
4908,Asuka 882076,269.73,1988.0,-72.0,26.0
4909,Asuka 882078,14.03,1988.0,-72.0,26.0
4910,Asuka 882079,28.97,1988.0,-72.0,26.0
4911,Asuka 882081,89.06,1988.0,-72.0,26.0
4912,Asuka 882082,48.97,1988.0,-72.0,26.0
4913,Asuka 882083,569.0700000000002,1988.0,-72.0,26.0
4914,Asuka 882084,151.56,1988.0,-72.0,26.0
4915,Asuka 882085,101.24,1988.0,-72.0,26.0
4916,Asuka 882086,107.78,1988.0,-72.0,26.0
4917,Asuka 882087,213.2,1988.0,-72.0,26.0
4918,Asuka 882088,11.37,1988.0,-72.0,26.0
4919,Asuka 882089,19.42,1988.0,-72.0,26.0
4920,Asuka 882090,12.56,1988.0,-72.0,26.0
4921,Asuka 882091,189.63,1988.0,-72.0,26.0
4922,Asuka 882092,73.81,1988.0,-72.0,26.0
4923,Asuka 882093,1606.34,1988.0,-72.0,26.0
4924,Asuka 882094,112.89,1988.0,-72.0,26.0
4925,Asuka 882095,133.64,1988.0,-72.0,26.0
4926,Asuka 882096,56.75,1988.0,-72.0,26.0
4927,Asuka 882097,280.77,1988.0,-72.0,26.0
4928,Asuka 882098,180.9,1988.0,-72.0,26.0
4929,Asuka 882099,22.19,1988.0,-72.0,26.0
4930,Asuka 882101,35.62,1988.0,-72.0,26.0
4931,Asuka 882102,992.45,1988.0,-72.0,26.0
4932,Asuka 882103,126.01,1988.0,-72.0,26.0
4933,Asuka 882104,14.31,1988.0,-72.0,26.0
4934,Asuka 882105,61.9,1988.0,-72.0,26.0
4935,Asuka 882106,290.34,1988.0,-72.0,26.0
4936,Asuka 882107,23.58,1988.0,-72.0,26.0
4937,Asuka 882108,532.11,1988.0,-72.0,26.0
4938,Asuka 882109,171.03,1988.0,-72.0,26.0
4939,Asuka 882110,66.21,1988.0,-72.0,26.0
4940,Asuka 882111,59.27,1988.0,-72.0,26.0
4941,Asuka 882113,53.98,1988.0,-72.0,26.0
4942,Asuka 882114,855.61,1988.0,-72.0,26.0
4943,Asuka 882115,86.06,1988.0,-72.0,26.0
4944,Asuka 882116,163.8,1988.0,-72.0,26.0
4945,Asuka 882118,48.61,1988.0,-72.0,26.0
4946,Asuka 882119,219.62,1988.0,-72.0,26.0
4947,Asuka 882120,155.59,1988.0,-72.0,26.0
4948,Asuka 882121,3686.0,1988.0,-72.0,26.0
4949,Asuka 882122,214.93,1988.0,-72.0,26.0
4950,Asuka 882123,21.83,1988.0,-72.0,26.0
5310,Camel Donga 040,55.1,1988.0,-30.316670000000002,126.61667
176,Ceniceros,1025.0,1988.0,26.46667,-105.23333000000001
193,Chela,2936.0,1988.0,-3.66667,32.5
203,Chisenga,3920.0,1988.0,-10.059439999999999,33.395
6829,Deakin 010,438.0,1988.0,-30.573,128.56367
6858,Derrick Peak 88017,63000.0,1988.0,-80.06667,156.38333
6859,Derrick Peak 88018,4000.0,1988.0,-80.06667,156.38333
6860,Derrick Peak 88019,1700.0,1988.0,-80.06667,156.38333
6861,Derrick Peak 88020,416.0,1988.0,-80.06667,156.38333
6862,Derrick Peak 88021,662.0,1988.0,-80.06667,156.38333
6863,Derrick Peak 88022,110.0,1988.0,-80.06667,156.38333
6864,Derrick Peak 88023,76.0,1988.0,-80.06667,156.38333
6865,Derrick Peak 88024,292.0,1988.0,-80.06667,156.38333
6866,Derrick Peak 88025,1797.0,1988.0,-80.06667,156.38333
12596,Ghéizel,375.0,1988.0,29.65972,20.08611
17451,Lake Machattie,2600.0,1988.0,-24.83333,139.8
19730,Lea County 001,498.0,1988.0,32.03333,-103.15
19731,Lea County 002,11.0,1988.0,32.03333,-103.16667
20728,Lewis Cliff 88001,44.9,1988.0,-84.27547,161.44985
20729,Lewis Cliff 88002,7.2,1988.0,-84.2804,161.36848999999998
20730,Lewis Cliff 88003,1.7,1988.0,-84.27467,161.37784
20731,Lewis Cliff 88005,253.9,1988.0,-84.24947,161.38777
20732,Lewis Cliff 88006,27.0,1988.0,-84.2816,161.34143999999998
20733,Lewis Cliff 88007,8.4,1988.0,-84.27591,161.41072
20734,Lewis Cliff 88008,17.9,1988.0,-84.23854,161.48636000000002
20735,Lewis Cliff 88009,11.7,1988.0,-84.27378,161.3755
20736,Lewis Cliff 88010,7.1,1988.0,-84.23579000000001,161.47413
20737,Lewis Cliff 88011,2.0,1988.0,-84.28041999999999,161.38763
20738,Lewis Cliff 88012,3.8,1988.0,-84.2477,161.42524
20739,Lewis Cliff 88013,219.1,1988.0,-84.27604000000001,161.34151
20740,Lewis Cliff 88014,466.5,1988.0,-84.27744,161.64043999999998
20741,Lewis Cliff 88015,528.2,1988.0,-84.28333,161.08333000000002
20742,Lewis Cliff 88016,308.0,1988.0,-84.25098,161.40332
20743,Lewis Cliff 88017,263.9,1988.0,-84.24396999999999,161.42497
20744,Lewis Cliff 88018,215.1,1988.0,-84.28793,161.32256999999998
20745,Lewis Cliff 88019,238.0,1988.0,-84.23224,161.57817
20746,Lewis Cliff 88020,107.3,1988.0,-84.23201999999999,161.57646
20747,Lewis Cliff 88021,731.0,1988.0,-84.26679,161.33674
20748,Lewis Cliff 88022,1274.3,1988.0,-84.24974,161.38359
20749,Lewis Cliff 88023,8.0,1988.0,-84.28333,161.08333000000002
20750,Lewis Cliff 88024,23.1,1988.0,-84.25164000000001,161.39897
20751,Lewis Cliff 88025,31.4,1988.0,-84.24689000000001,161.52938999999998
20752,Lewis Cliff 88026,9.0,1988.0,-84.25076999999999,161.40198999999998
20753,Lewis Cliff 88027,10.9,1988.0,-84.24671,161.46114
20754,Lewis Cliff 88028,6.7,1988.0,-84.25131999999999,161.40133
20755,Lewis Cliff 88029,10.6,1988.0,-84.23671999999999,161.5276
20756,Lewis Cliff 88030,35.20000000000001,1988.0,-84.24349000000001,161.41674
20757,Lewis Cliff 88031,6.1,1988.0,-84.2437,161.41893000000002
20758,Lewis Cliff 88032,11.2,1988.0,-84.24691999999999,161.45952
20759,Lewis Cliff 88033,1.9,1988.0,-84.24613000000001,161.4638
20760,Lewis Cliff 88034,7.3,1988.0,-84.25152,161.39353
20761,Lewis Cliff 88035,6.1,1988.0,-84.25081999999999,161.40318
20762,Lewis Cliff 88036,4.1,1988.0,-84.25155,161.39749
20763,Lewis Cliff 88037,3.8,1988.0,-84.24538000000001,161.46989
20764,Lewis Cliff 88038,4.2,1988.0,-84.24554,161.50052
20765,Lewis Cliff 88039,14.9,1988.0,-84.24385,161.42425
20766,Lewis Cliff 88040,10.6,1988.0,-84.25098,161.40465
20767,Lewis Cliff 88041,9.2,1988.0,-84.24625999999999,161.46764
20768,Lewis Cliff 88042,7.0,1988.0,-84.24533000000001,161.42408
20769,Lewis Cliff 88043,8.3,1988.0,-84.24334,161.4258
20770,Lewis Cliff 88044,7.9,1988.0,-84.24712,161.45428
20771,Lewis Cliff 88045,3.6,1988.0,-84.24568000000001,161.4447
20772,Lewis Cliff 88046,5.5,1988.0,-84.24553,161.43385
20773,Lewis Cliff 88047,6.8,1988.0,-84.24793000000001,161.47828
20774,Lewis Cliff 88048,3.9,1988.0,-84.24622,161.47499
20775,Lewis Cliff 88049,1.9,1988.0,-84.2432,161.42401
20776,Lewis Cliff 88050,6.2,1988.0,-84.25092,161.40393
20777,Lewis Cliff 88051,7.2,1988.0,-84.25174,161.40353000000002
20778,Lewis Cliff 88052,0.5,1988.0,-84.24507,161.44897
20779,Lewis Cliff 88053,6.3,1988.0,-84.25085,161.39477
20780,Lewis Cliff 88054,6.1,1988.0,-84.25173000000001,161.39564
20781,Lewis Cliff 88055,1.7,1988.0,-84.24588,161.44441
20782,Lewis Cliff 88056,3.0,1988.0,-84.25152,161.39855
20783,Lewis Cliff 88057,8.4,1988.0,-84.24634,161.45273
20784,Lewis Cliff 88058,66.7,1988.0,-84.24509,161.49137
20785,Lewis Cliff 88059,10.8,1988.0,-84.25168000000001,161.40149
20786,Lewis Cliff 88060,24.6,1988.0,-84.24292,161.42643
20787,Lewis Cliff 88061,2.3,1988.0,-84.24578000000001,161.4396
20788,Lewis Cliff 88062,8.9,1988.0,-84.24719,161.47906
20789,Lewis Cliff 88063,22.8,1988.0,-84.24535999999999,161.45055
20790,Lewis Cliff 88064,28.9,1988.0,-84.24526999999999,161.40606
20791,Lewis Cliff 88065,9.1,1988.0,-84.24473,161.41512
20792,Lewis Cliff 88066,7.5,1988.0,-84.24403000000001,161.43203
20793,Lewis Cliff 88067,11.5,1988.0,-84.25265,161.41543000000001
20794,Lewis Cliff 88068,8.0,1988.0,-84.24499,161.41825
20795,Lewis Cliff 88069,3.5,1988.0,-84.24498,161.40753
20796,Lewis Cliff 88070,5.5,1988.0,-84.24539,161.4515
20797,Lewis Cliff 88071,8.3,1988.0,-84.2527,161.41326
20798,Lewis Cliff 88072,32.6,1988.0,-84.2527,161.41948
20799,Lewis Cliff 88073,3.2,1988.0,-84.24489,161.41421
20800,Lewis Cliff 88074,2.2,1988.0,-84.25305999999999,161.39009
20801,Lewis Cliff 88075,6.9,1988.0,-84.24540999999999,161.44752
20802,Lewis Cliff 88076,4.2,1988.0,-84.2449,161.42359
20803,Lewis Cliff 88077,20.6,1988.0,-84.24495999999999,161.40661
20804,Lewis Cliff 88078,9.7,1988.0,-84.24546,161.42012
20805,Lewis Cliff 88079,7.0,1988.0,-84.24410999999999,161.42107
20806,Lewis Cliff 88080,11.0,1988.0,-84.25274,161.38893000000002
20807,Lewis Cliff 88081,11.5,1988.0,-84.25214,161.39776
20808,Lewis Cliff 88082,27.2,1988.0,-84.25286,161.39416
20809,Lewis Cliff 88083,7.9,1988.0,-84.24513,161.405
20810,Lewis Cliff 88084,36.2,1988.0,-84.25285,161.40481
20811,Lewis Cliff 88085,7.3,1988.0,-84.24513,161.41736
20812,Lewis Cliff 88086,4.4,1988.0,-84.24473,161.42959
20813,Lewis Cliff 88087,14.3,1988.0,-84.25245,161.40247
20814,Lewis Cliff 88088,25.5,1988.0,-84.2449,161.41244
20815,Lewis Cliff 88089,7.7,1988.0,-84.25222,161.40951
20816,Lewis Cliff 88090,7.8,1988.0,-84.25234,161.41725
20817,Lewis Cliff 88091,3.5,1988.0,-84.25267,161.38953999999998
20818,Lewis Cliff 88092,11.9,1988.0,-84.25216,161.38367
20819,Lewis Cliff 88093,3.8,1988.0,-84.25208,161.40562
20820,Lewis Cliff 88094,12.3,1988.0,-84.25264,161.3956
20821,Lewis Cliff 88095,11.9,1988.0,-84.25284,161.38465
20822,Lewis Cliff 88096,5.2,1988.0,-84.25263000000001,161.40653999999998
20823,Lewis Cliff 88097,9.1,1988.0,-84.25256,161.40572
20824,Lewis Cliff 88098,12.3,1988.0,-84.25234,161.39705
20825,Lewis Cliff 88099,7.0,1988.0,-84.25192,161.4008
20826,Lewis Cliff 88100,21.6,1988.0,-84.25112,161.40628999999998
20827,Lewis Cliff 88102,10.9,1988.0,-84.25259,161.36945
20828,Lewis Cliff 88103,3.8,1988.0,-84.23522,161.47954
20829,Lewis Cliff 88104,11.9,1988.0,-84.24675,161.42207
20830,Lewis Cliff 88105,9.5,1988.0,-84.25283,161.37753999999998
20831,Lewis Cliff 88106,19.6,1988.0,-84.25533,161.40158
20832,Lewis Cliff 88107,9.0,1988.0,-84.25536,161.40218000000002
20833,Lewis Cliff 88108,12.6,1988.0,-84.27698000000001,161.353
20834,Lewis Cliff 88109,19.8,1988.0,-84.25248,161.38069
20835,Lewis Cliff 88110,33.7,1988.0,-84.25164000000001,161.37829
20836,Lewis Cliff 88111,25.2,1988.0,-84.27445,161.40848
20837,Lewis Cliff 88112,9.9,1988.0,-84.25243,161.37108
20838,Lewis Cliff 88113,7.4,1988.0,-84.27448000000001,161.40246000000002
20839,Lewis Cliff 88114,9.3,1988.0,-84.2533,161.40759
20840,Lewis Cliff 88115,17.0,1988.0,-84.25332,161.39463
20841,Lewis Cliff 88116,73.09999999999998,1988.0,-84.25151,161.3678
20842,Lewis Cliff 88117,7.1,1988.0,-84.25325,161.39431000000002
20843,Lewis Cliff 88118,11.1,1988.0,-84.25183,161.37509
20844,Lewis Cliff 88119,39.4,1988.0,-84.25244,161.35721
20845,Lewis Cliff 88120,32.1,1988.0,-84.25166999999999,161.36664
20846,Lewis Cliff 88121,15.6,1988.0,-84.25284,161.3734
20847,Lewis Cliff 88122,8.3,1988.0,-84.27578000000001,161.41066
20848,Lewis Cliff 88123,3.8,1988.0,-84.25256,161.36577
20849,Lewis Cliff 88124,4.3,1988.0,-84.25453,161.38273
20850,Lewis Cliff 88125,23.4,1988.0,-84.2528,161.37471000000002
20851,Lewis Cliff 88126,3.8,1988.0,-84.27473,161.40813
20852,Lewis Cliff 88127,8.800000000000002,1988.0,-84.25303000000001,161.4031
20853,Lewis Cliff 88128,3.4,1988.0,-84.26779,161.40828
20854,Lewis Cliff 88129,17.9,1988.0,-84.23427,161.60503
20855,Lewis Cliff 88130,4.9,1988.0,-84.25048000000001,161.4421
20856,Lewis Cliff 88131,4.5,1988.0,-84.27719,161.38404
20857,Lewis Cliff 88132,7.1,1988.0,-84.28333,161.08333000000002
20858,Lewis Cliff 88133,3.5,1988.0,-84.2419,161.4389
20859,Lewis Cliff 88134,5.7,1988.0,-84.24526,161.38971999999998
20860,Lewis Cliff 88135,16.0,1988.0,-84.26491999999999,161.36281
20861,Lewis Cliff 88136,34.6,1988.0,-84.24651,161.39562
20862,Lewis Cliff 88137,26.1,1988.0,-84.24555,161.40203
20863,Lewis Cliff 88138,6.2,1988.0,-84.24551,161.41124
20864,Lewis Cliff 88139,5.1,1988.0,-84.27450999999999,161.40707
20865,Lewis Cliff 88140,10.4,1988.0,-84.24587,161.39983
20866,Lewis Cliff 88141,4.9,1988.0,-84.24548,161.41758000000002
20867,Lewis Cliff 88142,6.6,1988.0,-84.2455,161.40545
20868,Lewis Cliff 88143,53.4,1988.0,-84.24554,161.41582
20869,Lewis Cliff 88144,18.8,1988.0,-84.24661,161.38584
20870,Lewis Cliff 88145,3.4,1988.0,-84.24566999999999,161.42829
20871,Lewis Cliff 88146,5.0,1988.0,-84.24539,161.41212
20872,Lewis Cliff 88147,19.7,1988.0,-84.24646,161.39773
20873,Lewis Cliff 88148,4.4,1988.0,-84.24545,161.41087
20874,Lewis Cliff 88149,1.5,1988.0,-84.27543,161.40962
20875,Lewis Cliff 88150,3.7,1988.0,-84.27481,161.40899
20876,Lewis Cliff 88151,5.9,1988.0,-84.24608,161.40195
20877,Lewis Cliff 88152,2.9,1988.0,-84.27542,161.41166
20878,Lewis Cliff 88153,1.0,1988.0,-84.27496,161.40915
20879,Lewis Cliff 88154,1.5,1988.0,-84.27575,161.41114
20880,Lewis Cliff 88155,19.7,1988.0,-84.24273000000001,161.42397
20881,Lewis Cliff 88156,32.0,1988.0,-84.24906999999999,161.38393
20882,Lewis Cliff 88157,22.1,1988.0,-84.25184,161.39013
20883,Lewis Cliff 88158,35.1,1988.0,-84.24786,161.3768
20884,Lewis Cliff 88159,32.8,1988.0,-84.26271,161.34984
20885,Lewis Cliff 88160,21.1,1988.0,-84.25086999999999,161.41703
20886,Lewis Cliff 88161,22.0,1988.0,-84.25069,161.40078
20887,Lewis Cliff 88162,29.1,1988.0,-84.2375,161.43452
20888,Lewis Cliff 88163,79.09999999999998,1988.0,-84.24735,161.37944
20889,Lewis Cliff 88164,74.2,1988.0,-84.23791999999999,161.46094
20890,Lewis Cliff 88165,52.3,1988.0,-84.2377,161.4591
20891,Lewis Cliff 88166,26.4,1988.0,-84.24828000000001,161.37957
20892,Lewis Cliff 88167,59.1,1988.0,-84.2509,161.37779
20893,Lewis Cliff 88168,23.0,1988.0,-84.24793000000001,161.37895
20894,Lewis Cliff 88169,100.8,1988.0,-84.24933,161.49368
20895,Lewis Cliff 88170,14.9,1988.0,-84.2495,161.49331999999998
20896,Lewis Cliff 88171,21.4,1988.0,-84.23933000000001,161.44384
20897,Lewis Cliff 88172,20.0,1988.0,-84.23704000000001,161.43765
20898,Lewis Cliff 88173,51.3,1988.0,-84.2421,161.42462
20899,Lewis Cliff 88174,103.8,1988.0,-84.24857,161.36736000000002
20900,Lewis Cliff 88175,111.3,1988.0,-84.23816,161.43873
20901,Lewis Cliff 88176,7.5,1988.0,-84.25076999999999,161.4139
20902,Lewis Cliff 88177,83.8,1988.0,-84.24235999999999,161.44863999999998
20903,Lewis Cliff 88178,55.4,1988.0,-84.2836,161.33288000000002
20904,Lewis Cliff 88179,18.6,1988.0,-84.24656,161.40563
20905,Lewis Cliff 88180,46.5,1988.0,-84.23855,161.45615
20906,Lewis Cliff 88181,34.7,1988.0,-84.25125,161.38381
20907,Lewis Cliff 88182,53.0,1988.0,-84.28388000000001,161.37213
20908,Lewis Cliff 88183,17.5,1988.0,-84.27162,161.36108000000002
20909,Lewis Cliff 88184,47.6,1988.0,-84.2871,161.33389
20910,Lewis Cliff 88185,45.5,1988.0,-84.28179,161.39203
20911,Lewis Cliff 88186,47.1,1988.0,-84.28335,161.32949
20912,Lewis Cliff 88187,35.4,1988.0,-84.27532,161.35901
20913,Lewis Cliff 88188,45.1,1988.0,-84.27195999999999,161.366
20914,Lewis Cliff 88189,43.8,1988.0,-84.28289000000001,161.38572
20915,Lewis Cliff 88190,131.3,1988.0,-84.28246,161.37748
20916,Lewis Cliff 88191,32.0,1988.0,-84.27604000000001,161.37181999999999
20917,Lewis Cliff 88192,39.2,1988.0,-84.28251999999999,161.38731
20918,Lewis Cliff 88193,37.5,1988.0,-84.27179,161.36451
20919,Lewis Cliff 88194,20.5,1988.0,-84.27985,161.34894
20920,Lewis Cliff 88195,45.1,1988.0,-84.2769,161.35426999999999
20921,Lewis Cliff 88196,36.2,1988.0,-84.27165,161.36511000000002
20922,Lewis Cliff 88197,48.0,1988.0,-84.27792,161.34233
20923,Lewis Cliff 88198,71.7,1988.0,-84.28055,161.33778
20924,Lewis Cliff 88199,69.0,1988.0,-84.28817,161.36782
20925,Lewis Cliff 88200,56.0,1988.0,-84.23379,161.58093
20926,Lewis Cliff 88201,46.4,1988.0,-84.28149,161.33276999999998
20927,Lewis Cliff 88202,36.4,1988.0,-84.27643,161.39314
20928,Lewis Cliff 88203,30.9,1988.0,-84.24826999999999,161.39649
20929,Lewis Cliff 88204,21.3,1988.0,-84.24795999999999,161.41655
20930,Lewis Cliff 88205,44.0,1988.0,-84.25073,161.37956
20931,Lewis Cliff 88206,34.4,1988.0,-84.28813000000001,161.37442
20932,Lewis Cliff 88207,21.3,1988.0,-84.24786,161.39021
20933,Lewis Cliff 88208,30.5,1988.0,-84.2511,161.43649
20934,Lewis Cliff 88209,17.8,1988.0,-84.25119000000001,161.38519
20935,Lewis Cliff 88210,60.9,1988.0,-84.28749,161.37695
20936,Lewis Cliff 88211,33.4,1988.0,-84.24663000000001,161.43812
20937,Lewis Cliff 88212,47.5,1988.0,-84.24297,161.52348
20938,Lewis Cliff 88213,34.3,1988.0,-84.24708000000001,161.3911
20939,Lewis Cliff 88214,76.5,1988.0,-84.25054,161.38681
20940,Lewis Cliff 88215,29.8,1988.0,-84.24982,161.3773
20941,Lewis Cliff 88216,13.1,1988.0,-84.24982,161.42381
20942,Lewis Cliff 88217,13.5,1988.0,-84.24263,161.46527
20943,Lewis Cliff 88218,37.0,1988.0,-84.25101,161.40598
20944,Lewis Cliff 88219,38.7,1988.0,-84.2512,161.37598
